Compound,Label,struct_file_path,maximum_MendeleevNumber,range_MendeleevNumber,avg_dev_MendeleevNumber,range_AtomicWeight,mean_AtomicWeight,avg_dev_AtomicWeight,mode_AtomicWeight,range_MeltingT,mean_MeltingT,avg_dev_MeltingT,range_Column,avg_dev_Column,mode_Column,maximum_Row,range_Row,mean_Row,avg_dev_Row,maximum_CovalentRadius,range_CovalentRadius,mean_CovalentRadius,avg_dev_CovalentRadius,minimum_Electronegativity,maximum_Electronegativity,range_Electronegativity,mean_Electronegativity,avg_dev_Electronegativity,mode_Electronegativity,avg_dev_NsValence,mode_NsValence,range_NpValence,mean_NpValence,avg_dev_NpValence,mode_NpValence,range_NdValence,mean_NdValence,avg_dev_NdValence,mode_NdValence,range_NfValence,avg_dev_NfValence,minimum_NValence,range_NValence,mean_NValence,avg_dev_NValence,mode_NValence,range_NsUnfilled,avg_dev_NsUnfilled,minimum_NpUnfilled,maximum_NpUnfilled,range_NpUnfilled,mean_NpUnfilled,avg_dev_NpUnfilled,mode_NpUnfilled,range_NdUnfilled,avg_dev_NdUnfilled,range_NfUnfilled,avg_dev_NfUnfilled,minimum_NUnfilled,range_NUnfilled,mean_NUnfilled,avg_dev_NUnfilled,mode_NUnfilled,minimum_GSvolume_pa,range_GSvolume_pa,mean_GSvolume_pa,avg_dev_GSvolume_pa,mode_GSvolume_pa,avg_dev_GSbandgap,mode_GSbandgap,avg_dev_GSmagmom,maximum_SpaceGroupNumber,range_SpaceGroupNumber,mean_SpaceGroupNumber,avg_dev_SpaceGroupNumber,mode_SpaceGroupNumber,minimum_oxidation_state,range_oxidation_state,std_dev_oxidation_state,ewald_energy_per_atom,mean_absolute_deviation_in_relative_bond_length,max_relative_bond_length,min_relative_bond_length,minimum_neighbor_distance_variation,maximum_neighbor_distance_variation,range_neighbor_distance_variation,mean_neighbor_distance_variation,avg_dev_neighbor_distance_variation,mean_absolute_deviation_in_relative_cell_size,gii,struct_ordered,struct_disordered,avg_mm_dists,max_mx_dists,min_mx_dists,avg_mx_dists,max_xx_dists,min_xx_dists,avg_xx_dists,v_m,v_x,iv,iv_p1,est_hubbard_u,est_charge_trans,volume_per_site
NbO2,2,../data/Structures/MIT_materials/HighT/NbO2_HT_CollCode_75198.cif,87,40,17.77777778,76.90698,41.63506,34.18088,15.9994,2695.2,953.2,1197.866667,11,4.888888889,16,5,3,3,1.333333333,164,98,98.66666667,43.55555556,1.6,3.44,1.84,2.826666667,0.817777778,3.44,0.444444444,2,4,2.666666667,1.777777778,4,4,1.333333333,1.777777778,0,0,0,5,1,5.666666667,0.444444444,6,1,0.444444444,0,2,2,1.333333333,0.888888889,2,6,2.666666667,0,0,2,5,3.666666667,2.222222222,2,9.105,9.075,12.13,4.033333333,9.105,0,0,0,229,217,84.33333333,96.44444444,12,-2,6,4.242640687,-44.77484495,0.099576273,1.074682205,0.85063559,0.016407662,0.16981637,0.153408708,0.118680134,0.068181648,0.179102586,0.095387702,1,0,3.747106872,2.078927561,2.004022812,2.041475187,2.887567702,2.845657563,2.873597656,-42.49478068,24.6661313,37.611,50.5728,9.118928555,14.78554466,11.86661662
Nd2Ir2O7,2,../data/Structures/MIT_materials/HighT/Nd2Ir2O7_CollCode_239644.cif,87,68,21.98347107,176.2176,71.3558,70.4536,15.9994,2684.2,768.1454545,907.8942149,13,4.628099174,16,6,4,3.454545455,1.851239669,201,135,104.1818182,48.59504132,1.14,3.44,2.3,2.796363636,0.819173554,3.44,0,2,4,2.545454545,1.851239669,4,7,1.272727273,2.082644628,0,14,4.165289256,6,17,9.090909091,5.05785124,6,0,0,0,2,2,1.272727273,0.925619835,2,3,0.892561983,10,2.975206612,2,8,3.636363636,2.314049587,2,9.105,25.705,14.70681818,7.310247934,9.105,0,0,0,225,213,83.81818182,91.40495868,12,-2,6,3.661454629,-39.16393831,0.068388649,1.076657474,0.818650112,0,0.186313067,0.186313067,0.092865922,0.047557586,0.124586623,0.150082663,1,0,3.668752824,2.013473586,2.013473586,2.013473586,3.061156,2.676932844,2.886355264,-44.14821902,23.42078251,40,57,13.07505583,12.70653969,12.69719142
NdCoO3,2,../data/Structures/MIT_materials/HighT/NdCoO3_CollCode_164822.cif,87,68,23.28,128.2426,50.234679,41.0823348,15.9994,1713.2,645.28,708.576,13,4.8,16,6,4,3.2,1.44,201,135,105,46.8,1.14,3.44,2.3,2.668,0.9264,3.44,0,2,4,2.4,1.92,4,7,1.4,2.24,0,4,1.28,6,3,6.6,0.96,6,0,0,0,2,2,1.2,0.96,2,3,0.96,10,3.2,2,8,3.8,2.48,2,9.105,25.705,14.474,8.1344,9.105,0,0,0.495510784,194,182,84.8,87.36,12,-2,5,3.273268354,-34.0917648,0.075753809,1.0764988,0.810615478,0.003791396,0.135943589,0.132152194,0.094239345,0.044863579,0.133955311,0.201866661,1,0,3.774625301,1.930578552,1.924320782,1.926641603,3.33159892,2.678831656,2.830586397,-38.14127815,23.12346796,33.5,51.27,13.95514452,12.57996609,10.75806845
NdFe4(CuO4)3,2,../data/Structures/MIT_materials/HighT/NdCu3Fe4O12_HT_CollCode_237414.cif,87,68,15.9,128.2426,37.51264,25.815888,15.9994,1756.2,663.4455,730.3746,13,3.6,16,6,4,2.9,1.08,201,135,95.85,35.82,1.14,3.44,2.3,2.772,0.8016,3.44,0.255,2,4,2.4,1.92,4,10,2.7,3.51,0,4,0.38,6,5,7.15,1.495,6,1,0.255,0,2,2,1.2,0.96,2,4,1.28,10,0.95,1,9,2.65,1.275,2,9.105,25.705,11.01,2.398,9.105,0,0,0.675412096,229,217,96.45,101.34,12,-2,5,3.230291412,-35.45301047,0.062572137,1.127457391,0.855116985,0.001787352,0.185039612,0.18325226,0.126638742,0.062383948,0.099447982,0.342156444,1,0,3.673915,2.784430875,1.935704615,2.360067745,2.883288492,2.583497028,2.760151339,-33.99251061,24.28462932,36.841,57.38,16.61957073,7.623952465,9.917844809
NdNiO3,2,../data/Structures/MIT_materials/HighT/NdNiO3_HT_CollCode_67724.cif,87,68,22.56,128.2426,50.18672,41.024784,15.9994,1673.2,637.28,698.976,13,4.56,16,6,4,3.2,1.44,201,135,104.6,46.32,1.14,3.44,2.3,2.674,0.9192,3.44,0,2,4,2.4,1.92,4,8,1.6,2.56,0,4,1.28,6,4,6.8,1.28,6,0,0,0,2,2,1.2,0.96,2,2,0.64,10,3.2,2,8,3.6,2.56,2,9.105,25.705,14.489,8.1284,9.105,0,0,0.190526304,225,213,91,94.8,12,-2,5,3.273268354,-33.82226811,0.07570283,1.075744704,0.810742924,0.007225425,0.136391689,0.129166264,0.094711466,0.044126285,0.1340778,0.342998608,1,0,3.804911296,1.95527923,1.932081305,1.942537073,3.309958543,2.720839433,2.853433006,-37.82770948,23.0396326,35.187,54.92,15.94850967,10.55672032,11.02281427
NiSeS,2,../data/Structures/MIT_materials/HighT/NiSeS_CollCode_646374.cif,89,28,12.22222222,46.895,56.5728,16.33853333,32.065,1339.64,870.12,571.92,6,2.666666667,10,4,1,3.666666667,0.444444444,124,19,116.3333333,7.555555556,1.91,2.58,0.67,2.346666667,0.291111111,1.91,0,2,4,2.666666667,1.777777778,0,10,6,4,0,0,0,6,10,10.66666667,3.555555556,6,0,0,0,2,2,1.333333333,0.888888889,0,2,0.888888889,0,0,2,0,2,0,2,10.32,15.6,20.675625,6.90375,10.32,0.801111111,0,0.264619867,225,211,103,81.33333333,14,-2,6,3.464101615,-9.425283649,0.051399477,1.038549607,0.922900785,0.025238471,0.160095336,0.134856865,0.115143047,0.059936385,0.084253522,0.296188214,0,1,4.111825933,2.424039089,2.424039089,2.424039089,3.287897881,2.376962605,3.060164062,-18.49600687,9.778248951,18.168838,35.187,13.51615335,8.891047942,16.38580986
Pr(P3Ru)4,2,../data/Structures/MIT_materials/HighT/PrRu4P12_HandGenerated.cif,83,66,14.44982699,109.933888,53.93369376,32.41402131,30.973762,2289.7,908.2117647,834.2283737,12,3.321799308,15,6,3,3.647058824,0.91349481,203,96,121.8235294,20.92733564,1.13,2.2,1.07,2.13,0.117647059,2.19,0.359861592,2,3,2.117647059,1.24567474,3,7,1.647058824,2.519031142,0,3,0.332179931,5,3,5.705882353,1.079584775,5,1,0.359861592,0,3,3,2.117647059,1.24567474,3,3,1.079584775,11,1.21799308,3,8,3.705882353,0.996539792,3,13.51,22.165,21.20928571,3.623193277,22.5702381,0.674740484,1.625,0,194,192,58.47058824,79.72318339,2,-3,8,4.101115572,-94.19100481,0.035386083,1.216501921,0.924804573,0.029516766,0.146095396,0.11657863,0.11362415,0.045037718,0.066764173,0.296188214,1,0,4.0067496,2.351763127,2.347845867,2.349804497,3.255812588,2.2774024,2.881056578,-69.6543666,24.94856708,110,178.41,64.81615176,-12.34258277,15.26303384
PrCoO3,2,../data/Structures/MIT_materials/HighT/PrCoO3_CollCode_164820.cif,87,70,23.76,124.90825,49.567809,40.2820908,15.9994,1713.2,627.28,686.976,13,4.8,16,6,4,3.2,1.44,203,137,105.4,47.28,1.13,3.44,2.31,2.666,0.9288,3.44,0,2,4,2.4,1.92,4,7,1.4,2.24,0,3,0.96,5,4,6.4,1.04,6,0,0,0,2,2,1.2,0.96,2,3,0.96,11,3.52,2,9,4,2.8,2,9.105,26.57,14.647,8.4112,9.105,0,0,0.495510784,194,182,84.8,87.36,12,-2,5,3.273268354,-33.51296913,0.077025844,1.081445264,0.807435391,0.003196778,0.133576467,0.130379689,0.093138142,0.04574204,0.136166594,0.228866373,1,0,3.838882058,1.956760215,1.952750561,1.954374588,3.397747288,2.7309836,2.880447737,-37.68289227,22.6727909,33.5,51.27,14.01899911,11.77696028,11.31840882
PrFe4(CuO4)3,2,../data/Structures/MIT_materials/HighT/PrCu3Fe4O12_HT_CollCode_237413.cif,87,70,16.02,124.90825,37.3459225,25.615827,15.9994,1756.2,658.9455,724.9746,13,3.6,16,6,4,2.9,1.08,203,137,95.95,35.94,1.13,3.44,2.31,2.7715,0.8022,3.44,0.255,2,4,2.4,1.92,4,10,2.7,3.51,0,3,0.285,5,6,7.1,1.53,6,1,0.255,0,2,2,1.2,0.96,2,4,1.28,11,1.045,1,10,2.7,1.35,2,9.105,26.57,11.05325,2.4672,9.105,0,0,0.675412096,229,217,96.45,101.34,12,-2,6,3.229140819,-35.31428624,0.063744254,1.137184992,0.868550212,0.003241223,0.198527592,0.195286369,0.130559033,0.063576289,0.102602156,0.154076764,1,0,3.701805,2.827299753,1.888040746,2.35767025,2.831818789,2.505381624,2.788925683,-34.96360973,24.21644951,36.841,57.38,16.64910034,8.520667338,10.1454335
PrNiO3,2,../data/Structures/MIT_materials/HighT/PrNiO3_HT_CollCode_67720.cif,87,70,23.04,124.90825,49.51985,40.22454,15.9994,1673.2,619.28,677.376,13,4.56,16,6,4,3.2,1.44,203,137,105,46.8,1.13,3.44,2.31,2.672,0.9216,3.44,0,2,4,2.4,1.92,4,8,1.6,2.56,0,3,0.96,5,5,6.6,1.36,6,0,0,0,2,2,1.2,0.96,2,2,0.64,11,3.52,2,9,3.8,2.88,2,9.105,26.57,14.662,8.4052,9.105,0,0,0.190526304,225,213,91,94.8,12,-2,5,3.273268354,-33.75015037,0.076929357,1.081154127,0.807676607,0.003825032,0.133075218,0.129250186,0.09240274,0.044895357,0.136200244,0.349936974,1,0,3.811116785,1.940894472,1.939724758,1.940486551,3.381867561,2.709007087,2.860378651,-37.94004034,22.8392587,35.187,54.92,15.95467181,10.46084413,11.07937352
Sm(P3Ru)4,2,../data/Structures/MIT_materials/HighT/SmRu4P12_HandGenerated.cif,83,60,13.95155709,119.386238,54.48971435,33.19899156,30.973762,2289.7,916.5058824,845.9377163,12,3.321799308,15,6,3,3.647058824,0.91349481,198,91,121.5294118,20.51211073,1.17,2.2,1.03,2.132352941,0.113217993,2.19,0.359861592,2,3,2.117647059,1.24567474,3,7,1.647058824,2.519031142,0,6,0.664359862,5,3,5.882352941,1.24567474,5,1,0.359861592,0,3,3,2.117647059,1.24567474,3,3,1.079584775,8,0.885813149,3,5,3.529411765,0.747404844,3,13.51,19.72,21.06546218,3.555511616,22.5702381,0.674740484,1.625,0,194,192,56.82352941,77.39792388,2,-3,8,4.101115572,-93.83416447,0.035939496,1.21367457,0.923628571,0.029664161,0.145415263,0.115751102,0.113364102,0.045248275,0.067878877,0.296188214,1,0,4.04245733,2.362429258,2.362418411,2.362423835,3.271014135,2.307443874,2.902709487,-69.27701542,24.84933072,110,178.41,64.84789685,-12.78643632,15.54363591
SmFe4(CuO4)3,2,../data/Structures/MIT_materials/HighT/SmCu3Fe4O12_HT_CollCode_237415.cif,87,64,15.66,134.3606,37.81854,26.182968,15.9994,1756.2,665.9955,733.4346,13,3.6,16,6,4,2.9,1.08,198,132,95.7,35.64,1.17,3.44,2.27,2.7735,0.7998,3.44,0.255,2,4,2.4,1.92,4,10,2.7,3.51,0,6,0.57,6,5,7.25,1.5,6,1,0.255,0,2,2,1.2,0.96,2,4,1.28,8,0.76,1,7,2.55,1.125,2,9.105,24.125,10.931,2.2716,9.105,0,0,0.675412096,229,217,95.05,99.66,12,-2,5,3.230291412,-35.48569293,0.062091583,1.124330364,0.854720597,0.001437602,0.185141989,0.183704387,0.12638638,0.062437506,0.098105749,0.331385547,1,0,3.66946,2.786361485,1.936816767,2.361589126,2.893002264,2.57596092,2.75683353,-33.91014117,24.3030974,36.841,57.38,16.61481224,7.563981719,9.881809318
SmNiO3,2,../data/Structures/MIT_materials/HighT/SmNiO3_HT_CollCode_96037.cif,87,64,21.6,134.3606,51.41032,42.493104,15.9994,1673.2,647.48,711.216,13,4.56,16,6,4,3.2,1.44,198,132,104,45.6,1.17,3.44,2.27,2.68,0.912,3.44,0,2,4,2.4,1.92,4,8,1.6,2.56,0,6,1.92,6,4,7.2,1.44,6,0,0,0,2,2,1.2,0.96,2,2,0.64,8,2.56,2,6,3.2,1.92,2,9.105,24.125,14.173,7.6228,9.105,0,0,0.190526304,225,213,85.4,88.08,12,-2,5,3.273268354,-33.90735536,0.073120388,1.064386628,0.817199029,0.007893789,0.144056922,0.136163133,0.096977683,0.044569415,0.129822217,0.296188214,1,0,3.796056065,1.962254966,1.941288452,1.949638951,3.27022206,2.74275385,2.847155368,-37.51863841,23.2005188,35.187,54.92,15.93968142,10.43553781,10.96483066
Sr1.2La4.8Mn6O18,2,../data/Structures/MIT_materials/HighT/La0.8Sr0.2MnO3_HT_CollCode_152680.cif,87,79,26.4,122.90607,46.3169242,36.38102904,15.9994,1464.2,569.56,617.712,14,5.328,16,6,4,3.16,1.392,207,141,108.32,50.784,0.95,3.44,2.49,2.588,1.0224,3.44,0,2,4,2.4,1.92,4,5,1.16,1.536,0,0,0,2,5,5.56,1.104,6,0,0,0,2,2,1.2,0.96,2,9,3.1232,0,0,0,9,3.64,2.2592,2,9.105,45.125,15.63331724,9.892273103,9.105,0,0,9.92386E-05,225,213,90.64,94.368,12,-2,5.2,3.249409057,-33.31958545,0.080954997,1.0987229,0.797612507,0.000381823,0.126497451,0.126115628,0.086977725,0.047423672,0.143294839,0.296188214,0,1,3.910568077,1.972511422,1.972511422,1.972511422,3.561434586,2.775294405,2.978940324,-39.06026019,22.4486436,37.1764,55.45,14.59136005,9.321527277,11.96046396
Sr3Fe2O7,2,../data/Structures/MIT_materials/HighT/Sr3Fe2O7_MP_18820.cif,87,79,29.26388889,71.6206,40.54548333,28.63709722,15.9994,1756.2,596.3,631.75,14,5.638888889,16,5,3,3.083333333,1.263888889,195,129,109.25,50.45833333,0.95,3.44,2.49,2.549166667,1.039305556,3.44,0,2,4,2.333333333,1.944444444,4,6,1,1.666666667,0,0,0,2,6,5.333333333,1.666666667,6,0,0,0,2,2,1.166666667,0.972222222,2,4,1.111111111,0,0,0,4,1.833333333,0.916666667,2,9.105,45.125,20.65708333,16.78645833,9.105,0,0,0.586295222,229,217,101.4166667,104.3194444,12,-2,6,3.246010685,-33.567889,0.072921451,1.098432206,0.781235646,0.002015235,0.120300817,0.118285581,0.07171901,0.045976277,0.189163735,0.296188214,1,0,3.959046038,1.979523019,1.954376483,1.96317195,3.586772447,2.7569611,2.847589547,-44.79437356,24.76377543,54.91,75,16.45284856,-0.397556857,12.94991132
TbFe4(CuO4)3,2,../data/Structures/MIT_materials/HighT/TbCu3Fe4O12_HT_CollCode_237418.cif,87,58,15.3,142.92595,38.2468075,26.696889,15.9994,1756.2,680.1955,750.4746,13,3.6,16,6,4,2.9,1.08,194,128,95.5,35.4,1.21,3.44,2.23,2.7755,0.7974,3.44,0.255,2,4,2.4,1.92,4,10,2.7,3.51,0,9,0.855,6,5,7.4,1.68,6,1,0.255,0,2,2,1.2,0.96,2,4,1.28,5,0.475,1,4,2.4,0.9,2,9.105,22.63166667,10.85633333,2.152133333,9.105,0,0,0.675412096,229,217,96.45,101.34,12,-2,6,3.229140819,-35.54296936,0.060958938,1.117522484,0.854335664,0.000801426,0.185790472,0.184989046,0.125922709,0.062535659,0.098230096,0.345779795,1,0,3.66106,2.792850461,1.938442732,2.365646597,2.91420376,2.556884304,2.750851624,-33.73959805,24.33071055,36.841,57.38,16.60580852,7.431509856,9.814101269
TbNiO3,2,../data/Structures/MIT_materials/HighT/TbNiO3_MP_755865.cif,87,58,20.16,142.92595,53.12339,44.548788,15.9994,1673.2,704.28,779.376,13,4.56,16,6,4,3.2,1.44,194,128,103.2,44.64,1.21,3.44,2.23,2.688,0.9024,3.44,0,2,4,2.4,1.92,4,8,1.6,2.56,0,9,2.88,6,5,7.8,2.16,6,0,0,0,2,2,1.2,0.96,2,2,0.64,5,1.6,2,3,2.6,0.96,2,9.105,22.63166667,13.87433333,7.144933333,9.105,0,0,0.190526304,225,213,91,94.8,12,-2,6,3.380617019,-34.21985361,0.064901274,1.045170835,0.837746815,0.012010391,0.156483474,0.144473083,0.097479211,0.046534703,0.117133725,0.481144136,1,0,3.783991173,1.992768699,1.950730057,1.977082596,3.200836444,2.757951258,2.849210889,-28.71258347,22.37503309,18.168838,35.187,13.21274879,17.9246806,10.92091666
Ti2O3,2,../data/Structures/MIT_materials/HighT/Ti2O3_HT_CollCode_9656.cif,87,44,21.12,31.8676,28.74644,15.296448,15.9994,1886.2,809.28,905.376,12,5.76,16,4,2,2.8,0.96,160,94,103.6,45.12,1.54,3.44,1.9,2.68,0.912,3.44,0,2,4,2.4,1.92,4,2,0.8,0.96,0,0,0,4,2,5.2,0.96,6,0,0,0,2,2,1.2,0.96,2,8,3.84,0,0,2,6,4.4,2.88,2,9.105,7.585,12.139,3.6408,9.105,0,0,1.0816E-05,194,182,84.8,87.36,12,-2,6,3.380617019,-35.04239025,0.076487879,1.063739899,0.904390151,0.018336294,0.176790094,0.1584538,0.113408574,0.076057824,0.137328983,0.1173168,1,0,3.059207524,2.075628351,2.020789534,2.048208943,2.90000194,2.771287666,2.84435459,-33.75392404,24.64876953,27.49171,43.26717,11.06847302,16.16980573,10.49059687
Ti3O5,2,../data/Structures/MIT_materials/HighT/Ti3O5_HT_CollCode_194464.cif,87,44,20.625,31.8676,27.94975,14.9379375,15.9994,1886.2,762.125,884.15625,12,5.625,16,4,2,2.75,0.9375,160,94,101.25,44.0625,1.54,3.44,1.9,2.7275,0.890625,3.44,0,2,4,2.5,1.875,4,2,0.75,0.9375,0,0,0,4,2,5.25,0.9375,6,0,0,0,2,2,1.25,0.9375,2,8,3.75,0,0,2,6,4.25,2.8125,2,9.105,7.585,11.949375,3.55546875,9.105,0,0,1.05625E-05,194,182,80.25,85.3125,12,-2,6,3.629940852,-39.35089115,0.089280158,1.083940688,0.879837211,0.008293267,0.200690932,0.192397665,0.127290972,0.071072094,0.159177716,0.253761087,1,0,3.362536723,2.175666008,1.889124164,2.022317753,3.34114709,2.621393995,2.882407019,-26.21268088,26.98716085,43.26717,99.299,51.74945298,-4.898513949,10.67711976
Ti4O7,2,../data/Structures/MIT_materials/HighT/Ti4O7_HT_CollCode_19016.cif,87,44,20.36363636,31.8676,27.58761818,14.74864132,15.9994,1886.2,740.6909091,872.9520661,12,5.553719008,16,4,2,2.727272727,0.925619835,160,94,100.1818182,43.50413223,1.54,3.44,1.9,2.749090909,0.879338843,3.44,0,2,4,2.545454545,1.851239669,4,2,0.727272727,0.925619835,0,0,0,4,2,5.272727273,0.925619835,6,0,0,0,2,2,1.272727273,0.925619835,2,8,3.702479339,0,0,2,6,4.181818182,2.776859504,2,9.105,7.585,11.86318182,3.510413223,9.105,0,0,1.04287E-05,194,182,78.18181818,84.23140496,12,-2,6,3.767432599,-41.04590657,0.090997289,1.081909604,0.871605714,0.019650446,0.197008091,0.177357645,0.127967156,0.065539342,0.162119236,0.296188214,1,0,3.335421719,2.176628536,1.856177058,2.008507507,3.169945561,2.585193088,2.854371885,-38.44453364,26.49942848,35.37944,71.283085,31.58645479,14.68437768,10.55792971
Tl2Ru2O7,2,../data/Structures/MIT_materials/HighT/Tl2Ru2O7_HT_CollCode_51158.cif,87,31,9.719008264,188.3839,65.7184,63.27872727,15.9994,2552.2,613.7818182,724.8066116,8,2.545454545,16,6,4,3.272727273,1.619834711,146,80,94.90909091,36.79338843,1.62,3.44,1.82,2.883636364,0.708099174,3.44,0.297520661,2,4,2.727272727,1.619834711,4,10,3.090909091,3.933884298,0,14,4.165289256,6,21,10.18181818,6.115702479,6,1,0.297520661,0,5,5,2.181818182,1.024793388,2,3,0.892561983,0,0,2,3,2.909090909,1.157024793,2,9.105,17.805,13.14318182,5.139504132,9.105,0,0,0,194,182,78.18181818,84.23140496,12,-2,8,4.187033556,-49.30199313,0.069019522,1.076728689,0.810279326,3.77917E-17,0.19206653,0.19206653,0.09279492,0.04536563,0.133319117,1.309385315,1,0,3.601471613,1.958494966,1.958494966,1.958494966,3.636457233,2.644190942,3.055825156,-55.695332,29.74324279,76,93,13.00173164,-5.624647139,12.01136312
TmFe4(CuO4)3,2,../data/Structures/MIT_materials/HighT/TmCu3Fe4O12_HT_CollCode_237422.cif,87,50,14.82,152.93481,38.7472505,27.2974206,15.9994,1763.2,689.6455,761.8146,13,3.6,16,6,4,2.9,1.08,190,124,95.3,35.16,1.25,3.44,2.19,2.7775,0.795,3.44,0.255,2,4,2.4,1.92,4,10,2.7,3.51,0,13,1.235,6,9,7.6,1.92,6,1,0.255,0,2,2,1.2,0.96,2,4,1.28,1,0.095,1,3,2.2,0.72,2,9.105,20.675,10.7585,1.9956,9.105,0,0,0.675412096,229,217,96.45,101.34,12,-2,5,3.230291412,-35.58971379,0.060194037,1.11333993,0.854554613,0.000500199,0.186625996,0.186125798,0.125729221,0.062596982,0.097931502,0.359570251,1,0,3.65465,2.79714649,1.937260297,2.367203394,2.92518186,2.54071268,2.746490781,-33.66793121,24.35340175,36.841,57.38,16.59890998,7.386537343,9.762642148
V2O3,2,../data/Structures/MIT_materials/HighT/V2O3_HT_CollCode_1872.cif,87,41,19.68,34.9421,29.97624,16.772208,15.9994,2128.2,906.08,1021.536,11,5.28,16,4,2,2.8,0.96,153,87,100.8,41.76,1.63,3.44,1.81,2.716,0.8688,3.44,0,2,4,2.4,1.92,4,3,1.2,1.44,0,0,0,5,1,5.6,0.48,6,0,0,0,2,2,1.2,0.96,2,7,3.36,0,0,2,5,4,2.4,2,9.105,3.905,10.667,1.8744,9.105,0,0,0,229,217,98.8,104.16,12,-2,5,3.535533906,-35.67518728,0.076596344,1.063830287,0.90425457,0.025675951,0.178286236,0.152610285,0.117242122,0.073252937,0.13583058,0.054372109,1,0,3.301401158,2.061102523,1.975428004,2.018265264,2.895659598,2.675631211,2.816449994,-34.4230303,25.03367332,29.3111,46.709,13.03622164,15.3001209,10.03134768
V3O5,2,../data/Structures/MIT_materials/HighT/V3O5_HT_CollCode_32587.cif,87,41,19.21875,34.9421,29.1026875,16.37910938,15.9994,2128.2,852.875,997.59375,11,5.15625,16,4,2,2.75,0.9375,153,87,98.625,40.78125,1.63,3.44,1.81,2.76125,0.8484375,3.44,0,2,4,2.5,1.875,4,3,1.125,1.40625,0,0,0,5,1,5.625,0.46875,6,0,0,0,2,2,1.25,0.9375,2,7,3.28125,0,0,2,5,3.875,2.34375,2,9.105,3.905,10.569375,1.83046875,9.105,0,0,0,229,217,93.375,101.71875,12,-2,7,3.590109871,-39.95962799,0.08997611,1.086577077,0.87764072,0.005575228,0.204384202,0.198808974,0.127424277,0.071636376,0.159313715,0.241232981,1,0,3.329582599,2.138959067,1.825530075,1.993389652,3.307501195,2.584694524,2.839962723,-26.7843971,27.00785731,46.709,65.28165,14.24788869,-7.851262177,10.21662245
V4O7,2,../data/Structures/MIT_materials/HighT/V4O7_HT_CollCode_2775.cif,87,41,18.97520661,34.9421,28.70561818,16.17155041,15.9994,2128.2,828.6909091,984.9520661,11,5.090909091,16,4,2,2.727272727,0.925619835,153,87,97.63636364,40.26446281,1.63,3.44,1.81,2.781818182,0.83768595,3.44,0,2,4,2.545454545,1.851239669,4,3,1.090909091,1.388429752,0,0,0,5,1,5.636363636,0.462809917,6,0,0,0,2,2,1.272727273,0.925619835,2,7,3.239669421,0,0,2,5,3.818181818,2.314049587,2,9.105,3.905,10.525,1.807272727,9.105,0,0,0,229,217,90.90909091,100.4297521,12,-2,7,3.844639125,-42.04631826,0.092334977,1.083388605,0.867381995,0.021959315,0.19941118,0.177451865,0.128726026,0.065698782,0.164860551,0.296188214,1,0,3.181766391,2.105183094,1.765829942,1.95861942,3.146514734,2.490515604,2.78577821,-39.15466739,28.31601915,38.01005,55.995325,13.45959705,14.3978818,9.8216179
V5O9,2,../data/Structures/MIT_materials/HighT/V5O9_HT_CollCode_6097.cif,87,41,18.82653061,34.9421,28.47872143,16.04484184,15.9994,2128.2,814.8714286,977.2346939,11,5.051020408,16,4,2,2.714285714,0.918367347,153,87,97.07142857,39.94897959,1.63,3.44,1.81,2.793571429,0.831122449,3.44,0,2,4,2.571428571,1.836734694,4,3,1.071428571,1.37755102,0,0,0,5,1,5.642857143,0.459183673,6,0,0,0,2,2,1.285714286,0.918367347,2,7,3.214285714,0,0,2,5,3.785714286,2.295918367,2,9.105,3.905,10.49964286,1.793112245,9.105,0,0,0,229,217,89.5,99.64285714,12,-2,7,3.776791091,-42.91033095,0.09359725,1.089255126,0.863241733,0.00565262,0.193400106,0.187747486,0.127102802,0.065631023,0.167006904,0.210843638,1,0,3.286358962,2.133022587,1.776473215,1.964968033,3.186012871,2.54858748,2.79816429,-28.71447751,33.35479253,46.709,65.28165,14.19100753,0.321268674,9.987997259
V6O11,2,../data/Structures/MIT_materials/HighT/V6O11_HT_CollCode_196.cif,87,41,18.7266436,34.9421,28.33190588,15.95971349,15.9994,2128.2,805.9294118,972.049827,11,5.024221453,16,4,2,2.705882353,0.91349481,153,87,96.70588235,39.73702422,1.63,3.44,1.81,2.801176471,0.826712803,3.44,0,2,4,2.588235294,1.826989619,4,3,1.058823529,1.370242215,0,0,0,5,1,5.647058824,0.456747405,6,0,0,0,2,2,1.294117647,0.91349481,2,7,3.197231834,0,0,2,5,3.764705882,2.283737024,2,9.105,3.905,10.48323529,1.783598616,9.105,0,0,0,229,217,88.58823529,99.11418685,12,-2,7,3.8746596,-44.03143513,0.092344786,1.086493421,0.833977977,0.042692556,0.189860267,0.147167712,0.132638094,0.056087245,0.164136732,0.410193894,1,0,3.254611664,2.354944131,1.543339939,1.967508423,3.175226701,2.334320194,2.800460789,-29.5995516,30.57299381,46.709,65.28165,14.14826654,-1.565994024,10.00261822
